partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,7817,13,235,6624,1193,1588,0,0,0,0
1,7778,16,232,6560,1218,1566,0,0,0,0
2,7805,15,232,6553,1252,1630,0,0,0,0
3,7730,16,205,6518,1212,1504,0,0,0,0
4,7778,15,241,6591,1187,1516,0,0,0,0
5,7852,16,216,6606,1246,1672,0,0,0,0
6,7815,17,218,6612,1203,1564,0,0,0,0
7,7736,12,230,6571,1165,1455,0,0,0,89
8,7757,16,274,6461,1296,1580,0,0,0,0
9,7832,17,301,6578,1254,1666,0,0,0,0
10,7746,17,194,6548,1198,1576,0,0,0,0
11,7715,14,292,6490,1225,1576,0,0,0,0
12,7795,17,217,6467,1328,1702,0,0,0,0
13,7807,12,323,6778,1029,1339,0,0,0,269
14,7766,13,323,6620,1146,1477,0,0,0,139
15,7800,10,269,6727,1073,1335,0,0,0,289
16,7810,11,264,6682,1128,1441,0,0,0,97
17,7731,10,264,6669,1062,1307,0,0,0,215
18,7767,13,256,6549,1218,1495,0,0,0,81
19,7754,14,214,6517,1237,1604,0,0,0,0
20,7807,10,223,6781,1026,1336,0,0,0,186
21,7710,19,183,6398,1312,1670,0,0,0,0
22,7817,17,262,6570,1247,1582,0,0,0,0
23,7721,12,301,6478,1243,1546,0,0,0,0
24,7818,20,258,6476,1342,1720,0,0,0,0
25,7817,13,293,6637,1180,1576,0,0,0,0
26,7751,10,293,6455,1296,1704,0,0,0,0
27,7826,19,224,6504,1322,1684,0,0,0,0
28,7803,17,252,6576,1227,1614,0,0,0,0
29,7806,14,258,6562,1244,1626,0,0,0,0
30,7774,14,204,6739,1035,1239,0,0,0,267
31,7808,10,266,6610,1198,1530,0,0,0,0
32,7800,12,282,6624,1176,1514,0,0,0,136
33,7769,11,313,6720,1049,1338,0,0,0,214
34,7772,12,343,6703,1069,1361,0,0,0,255
35,7747,9,343,6596,1151,1470,0,0,0,124
36,7758,18,261,6445,1313,1722,0,0,0,0
37,7804,13,322,6604,1200,1598,0,0,0,0
38,7779,14,322,6453,1326,1720,0,0,0,0
39,7756,14,361,6625,1131,1427,0,0,0,249
40,7782,11,238,6749,1033,1334,0,0,0,198
41,7794,12,361,6602,1192,1521,0,0,0,135
42,7789,13,272,6778,1011,1325,0,0,0,277
43,7795,15,282,6627,1168,1487,0,0,0,155
44,7756,12,282,6637,1119,1403,0,0,0,191
45,7768,19,297,6507,1261,1630,0,0,0,0
46,7771,15,331,6419,1352,1776,0,0,0,0
47,7800,17,331,6494,1306,1706,0,0,0,0
48,7782,14,290,6564,1218,1610,0,0,0,0
49,7804,15,306,6576,1228,1588,0,0,0,0
50,7751,19,306,6335,1416,1846,0,0,0,0
51,7815,15,284,6539,1276,1650,0,0,0,0
52,7770,14,315,6506,1264,1592,0,0,0,0
53,7780,17,315,6415,1365,1766,0,0,0,0
54,7775,15,258,6497,1278,1672,0,0,0,0
55,7793,15,320,6510,1283,1650,0,0,0,0
56,7750,19,320,6485,1265,1640,0,0,0,0
57,7786,16,244,6547,1239,1642,0,0,0,0
58,7762,15,295,6457,1305,1680,0,0,0,0
59,7781,15,295,6583,1198,1612,0,0,0,0
60,7753,16,234,6513,1240,1638,0,0,0,0
61,7783,20,255,6437,1346,1752,0,0,0,0
62,7785,15,255,6509,1276,1696,0,0,0,0
63,7801,13,215,6527,1274,1680,0,0,0,0
64,7775,18,272,6545,1230,1620,0,0,0,0
65,7786,18,272,6457,1329,1718,0,0,0,0
66,7773,16,239,6512,1261,1630,0,0,0,0
67,7786,16,292,6523,1263,1636,0,0,0,0
68,7793,15,291,6489,1304,1734,0,0,0,0
69,7744,18,213,6465,1279,1652,0,0,0,0
70,7762,14,229,6502,1260,1650,0,0,0,0
71,7778,17,275,6447,1331,1716,0,0,0,0
72,7798,18,204,6577,1221,1598,0,0,0,0
73,7767,15,295,6528,1239,1722,0,0,0,0
74,7760,15,295,6462,1298,1668,0,0,0,0
75,7775,15,245,6587,1188,1540,0,0,0,0
76,7813,13,249,6593,1220,1566,0,0,0,0
77,7746,18,249,6414,1332,1712,0,0,0,0
78,7785,17,216,6549,1236,1590,0,0,0,0
79,7716,17,226,6394,1322,1638,0,0,0,0
80,7749,19,248,6456,1293,1618,0,0,0,0
81,7776,16,251,6450,1326,1680,0,0,0,0
82,7789,16,293,6563,1226,1642,0,0,0,0
83,7775,16,293,6496,1279,1698,0,0,0,0
84,7774,18,264,6538,1236,1614,0,0,0,0
85,7747,14,272,6489,1258,1612,0,0,0,0
86,7703,15,272,6407,1296,1630,0,0,0,0
87,7753,17,197,6562,1191,1594,0,0,0,0
88,7778,17,229,6530,1248,1600,0,0,0,0
89,7783,18,281,6488,1295,1680,0,0,0,0
90,7761,19,281,6380,1381,1860,0,0,0,0
91,7776,19,263,6482,1294,1688,0,0,0,0
92,7777,11,263,6592,1185,1546,0,0,0,0
93,7750,16,266,6538,1212,1576,0,0,0,0
