partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
0,10344,16,290,8793,1551,2004,0,0,0,0
1,10373,15,321,8789,1584,2028,0,0,0,0
2,10404,16,423,8816,1588,2046,0,0,0,0
3,10340,16,360,8765,1575,2034,0,0,0,0
4,10458,15,249,8995,1463,1898,0,0,0,0
5,10387,18,249,8830,1557,2018,0,0,0,0
6,10384,11,330,9072,1312,1732,0,0,0,232
7,10470,17,309,8912,1558,2062,0,0,0,0
8,10320,14,330,8826,1494,1880,0,0,0,0
9,10438,11,283,9290,1148,1501,0,0,0,403
10,10343,12,284,9137,1206,1529,0,0,0,339
11,10378,14,397,8869,1509,1988,0,0,0,0
12,10377,15,397,8890,1487,1934,0,0,0,0
13,10323,11,363,8897,1426,1777,0,0,0,201
14,10367,14,301,8849,1518,1960,0,0,0,44
15,10390,15,262,9009,1381,1868,0,0,0,0
16,10440,18,318,8954,1486,1958,0,0,0,0
17,10386,17,318,8846,1540,2002,0,0,0,0
18,10367,9,387,9162,1205,1545,0,0,0,245
19,10403,13,387,9041,1362,1758,0,0,0,254
20,10309,16,347,8752,1557,1928,0,0,0,0
21,10387,16,347,8859,1528,1940,0,0,0,0
22,10409,10,356,9150,1259,1553,0,0,0,285
23,10342,9,356,9209,1133,1397,0,0,0,561
24,10280,10,297,9011,1269,1572,0,0,0,278
25,10354,16,291,8898,1456,1886,0,0,0,0
26,10383,15,291,8859,1524,1934,0,0,0,0
27,10313,14,299,8835,1478,1848,0,0,0,0
28,10408,18,267,8869,1539,2018,0,0,0,0
29,10435,11,469,9238,1197,1526,0,0,0,554
30,10384,16,469,8920,1464,1888,0,0,0,0
31,10362,7,382,9333,1029,1301,0,0,0,599
32,10379,12,382,9042,1337,1666,0,0,0,292
33,10400,10,354,9152,1248,1578,0,0,0,362
34,10368,15,354,8828,1540,2006,0,0,0,0
35,10374,12,326,8915,1459,1913,0,0,0,199
36,10400,13,388,8989,1411,1859,0,0,0,161
37,10356,6,388,9303,1053,1322,0,0,0,678
38,10316,7,359,9135,1181,1458,0,0,0,362
39,10424,10,368,9196,1228,1571,0,0,0,549
40,10343,13,247,9009,1334,1642,0,0,0,160
41,10403,10,335,9188,1215,1498,0,0,0,398
42,10378,14,293,8823,1555,2022,0,0,0,0
43,10369,15,294,8835,1534,2012,0,0,0,0
44,10378,9,387,8994,1384,1743,0,0,0,163
45,10377,17,316,8775,1602,2019,0,0,0,17
